address_uuid;build_year;floor_number;residential_area;wall_type;roof_area_total;roof_area_metal;roof_area_web;roof_area_piece_goods
05a4d9d1-2c0e-4ce4-9e6d-cae7b3d11e39;1996;5;2418.040;Кирпич;830.000;0.000;0.000;830.000
3c095ece-5231-46dc-acc2-cae7ecb1c39c;1996;5;2451.650;Панели железобетонные;1358.000;0.000;1358.000;0.000
51a14db7-c406-4947-b3be-caf31ebf10af;1993;5;2816.730;Кирпич;881.790;0.000;881.790;0.000
7ec60331-45a0-4e5d-9b0c-cbb79880321b;1981;5;4571.480;Блоки;1313.000;0.000;1313.000;0.000
0139630a-bafd-4bd0-b411-cbe5f6912737;1971;5;2550.020;Блоки;990.000;0.000;960.000;0.000
e138524f-efac-4f5c-9429-cc6553d0950b;1994;5;2720.750;Кирпич;846.000;0.000;846.000;0.000
1b8c85f3-3edc-4b06-9810-cf7af18ce22c;1989;9;2069.940;Панели железобетонные;335.000;0.000;335.000;0.000
de548206-c337-4c1a-a42b-d03dcf391a05;1991;9;4218.720;Панели железобетонные;705.620;0.000;705.620;0.000
f4d08ec1-8f1e-40f9-af3a-d078064f1088;1995;3;1564.530;Кирпич;756.600;0.000;0.000;756.600
a3fd4168-0808-40fa-9f85-d095b2e51a36;1964;5;2974.150;Кирпич;2000.000;0.000;2000.000;0.000
f450c386-b9aa-49b4-864b-d0aa578c5927;1964;5;2606.810;Блоки;952.000;0.000;0.000;816.000
7d9cfcbe-e375-41b0-b46f-d0c5c1f4ba31;1989;5;3546.670;Панели железобетонные;1030.770;0.000;1030.770;0.000
e6a957ee-22a9-4692-ba06-d1211d039e90;2000;9;4375.630;Панели железобетонные;867.000;0.000;867.000;0.000
717fe65e-7498-4776-afdb-d1af26f876a6;1960;5;2490.290;Кирпич;707.700;0.000;707.700;0.000
51929f9b-70e6-443c-937a-d1c6015b9ec2;1970;9;1916.420;Кирпич;350.100;0.000;350.100;0.000
f9664116-ee65-4908-a4be-d1e4693e66e5;1965;5;3438.400;Кирпич;1010.000;0.000;0.000;1010.000
d883d4b3-03f0-4414-9b8d-d33e7d97d897;1963;4;2032.420;Кирпич;911.000;0.000;0.000;911.000
97c55fe1-9164-40e9-bb9a-d387232818f8;1971;9;1921.770;Кирпич;340.000;0.000;340.000;0.000
ac5e78ed-fa93-4c38-b38f-d604f70e08b5;1970;9;1940.970;Кирпич;340.000;0.000;340.000;0.000
0da15dd9-405f-4e8c-9fd1-d61515d42cb8;1995;9;4420.930;ж/б блок;791.400;0.000;791.400;0.000
5340ccbb-db9b-402a-9fee-d6265fb13796;1967;5;5166.760;Блоки;1560.000;0.000;1560.000;0.000
1c0aed4c-9c7b-4a99-80e0-d65906cbaa83;2012;5;2317.080;Панели железобетонные;720.580;720.580;0.000;0.000
e9cf94a8-c73e-472f-87d4-d6df64cfa1df;1968;5;3471.290;Панели железобетонные;923.000;0.000;923.000;0.000
8335c90e-e5f1-45c7-abbb-d6f2c616e55f;1986;9;3603.690;Панели железобетонные;1112.800;0.000;556.400;0.000
0d67533c-c3de-4ca9-a728-d82f3ee96a98;1994;9;4187.770;Панели железобетонные;701.240;0.000;701.240;0.000
234651f3-e7da-4047-b1f0-d95ec7629ad5;1993;3;1553.230;Кирпич;738.000;0.000;738.000;0.000
54205ab4-e58d-4d26-828b-d96b7009c32e;1964;NULL;NULL;NULL;NULL;NULL;NULL;NULL
e8529648-511e-4e1d-a46b-d9f3379c5246;1971;5;3242.740;ж/б блок;846.660;0.000;846.660;0.000
1ab8b15e-b18c-4ce0-80dc-da40a029289e;1991;9;4577.740;Панели железобетонные;798.000;0.000;798.000;0.000
6a586017-7f80-40e1-b3e3-da73a42ecf55;2012;10;8844.240;Кирпич;1554.500;0.000;1554.500;0.000
20fc982a-1ea2-42fd-a2f1-daf564ce1e5f;1993;12;3751.120;Кирпич;561.000;0.000;561.000;0.000
2672eaf4-fdf5-46f3-9f81-dc6b60605212;1960;2;576.750;Кирпич;456.750;0.000;0.000;456.750
9a8281e2-ecf7-443b-9a08-dcdaed21347d;2000;9;4379.450;Панели железобетонные;823.000;0.000;823.000;0.000
ae960d99-184a-4279-adab-dcf5d664ffda;1977;9;1918.440;Кирпич;330.000;0.000;330.000;0.000
0ec8d342-833d-4dac-a8e1-dd1ab5535bd8;1986;9;2414.270;Кирпич;589.000;0.000;589.000;0.000
79634954-aa18-4124-b5d3-dd315e5812e2;1976;9;4235.266;Кирпич;983.290;0.000;983.290;0.000
592c0ef3-2239-4d8f-9d28-dd94d6633825;1973;5;3447.300;Кирпич;936.000;0.000;936.000;0.000
f0b3efd0-5533-4d40-87ef-ddb23c2767b2;1978;5;4608.860;ж/б блок;1250.000;0.000;1250.000;0.000
5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;1988;9;7684.580;Панели железобетонные;1256.000;0.000;1256.000;0.000
1fd0f0e2-b124-4fa2-8af4-de288a8f366e;1990;9;5430.430;Панели железобетонные;839.100;0.000;839.100;0.000
5beaf4a9-45da-4f8d-a97f-de5c616c0ed0;1965;5;2438.490;Кирпич;914.000;0.000;0.000;914.000
3c0b0885-07f2-4594-85a2-de8101e827ab;1968;5;3485.990;Блоки;936.000;0.000;936.000;0.000
89047c9b-b64c-4839-80c5-de8d47312c7e;1975;5;3911.180;ж/б блок;1212.300;0.000;1212.300;0.000
224cdb86-9bae-48df-a24f-def3a0a2c46b;1994;9;4424.330;Панели железобетонные;933.600;0.000;933.600;0.000
135bbc9b-6832-4e65-8eb7-df47da7ef9b7;1966;5;3530.420;ж/б блок;1204.000;0.000;0.000;1056.000
b4a75182-7490-4605-be2e-df8d7da4282f;2011;9;4334.250;Кирпич;833.120;0.000;833.120;0.000
697d2d95-0f76-42d5-861f-e0db41474eac;1987;9;3605.570;Панели железобетонные;580.000;0.000;580.000;0.000
e7cfda73-f3cc-4c93-ae7f-e220183aa087;1987;9;3578.530;Панели железобетонные;580.800;0.000;580.800;0.000
ab2d4169-0e32-4056-9d85-e25f8a0bf18c;1978;5;6129.490;ж/б блок;1700.000;0.000;1700.000;0.000
90ce59da-459a-42b4-a0aa-e35982ee91fc;1983;5;2697.590;Блоки;690.000;0.000;690.000;0.000
b230d271-e438-4bc6-b2cb-e389c5f0685b;1983;9;4095.710;Панели железобетонные;659.400;0.000;659.400;0.000
3c0d4b25-a937-4e6e-a368-e504beaec9da;1979;5;1380.720;Кирпич;597.300;0.000;0.000;0.000
8012f310-1e2b-4299-ab17-e526bb68920b;1986;9;3792.820;Кирпич;1016.550;0.000;1016.550;0.000
4b9d5ee8-bf94-4e50-9682-e59e935656d0;2001;5;2098.220;Кирпич;720.580;720.580;0.000;0.000
83dcddd9-64c8-42d1-8dfc-e5da02632688;1962;4;2015.420;Кирпич;2102.730;2102.730;0.000;0.000
b84808d4-8931-4284-9dca-e77ccaea51b0;1980;9;1833.950;Кирпич;879.140;0.000;879.140;0.000
b84808d4-8931-4284-9dca-e77ccaea51b0;1980;NULL;NULL;Кирпич;370.000;NULL;NULL;NULL
8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;1989;5;2367.650;Кирпич;809.970;0.000;1070.000;0.000
d362becb-9692-48a2-b24b-e8afe3930184;1988;9;5419.010;Панели железобетонные;835.900;0.000;835.900;0.000
58aac877-a511-491d-8b3f-e907cdaacebe;1989;5;3215.960;Кирпич;1079.260;0.000;1079.260;0.000
409e1b0b-d284-4a23-9129-e90c4fc0b792;1996;5;3486.850;Кирпич;1133.000;0.000;1133.000;0.000
91d3baaf-0c2a-4606-a9ca-e9a8b53f8d4d;1989;5;4485.020;Панели железобетонные;968.000;0.000;968.000;0.000
2810e0e8-0d12-439b-8714-e9fb231d3678;1999;9;4411.410;ж/б блок;818.000;0.000;818.000;0.000
b1aeb2dd-73b6-4e80-8a1c-ea500f9d87c9;1983;5;1362.650;Кирпич;459.000;0.000;450.000;0.000
0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;1975;5;4603.080;Блоки;1213.000;0.000;1213.000;0.000
eb779261-976f-40c1-8329-edd70cb59c99;1995;9;2178.300;Кирпич;470.000;0.000;470.000;0.000
2c863825-83ab-48a8-a806-ee57d3b0ed2b;1985;12;3954.940;Кирпич;626.200;0.000;626.200;0.000
13efa976-2715-4dd4-860d-f09491e7eb3f;1984;2;380.940;Кирпич;295.300;0.000;295.300;0.000
56f36f6c-9994-43f3-9007-f0c14daf14da;1967;5;3412.800;Блоки;949.000;0.000;969.000;0.000
2d35bf33-0b52-4e5d-9465-f192ba6deebf;1993;5;2681.180;Кирпич;927.000;0.000;927.000;0.000
9166b73f-355c-4e2c-a7ae-f1a466730276;1962;5;2501.150;Кирпич;702.140;0.000;702.140;0.000
c3c0b9a8-6b3c-46ce-a165-f1a74cd32f2b;1964;5;3525.450;Блоки;1127.000;0.000;0.000;1127.000
2b3dc794-873c-48c7-837c-f1c11bb97364;1999;9;3905.020;Панели железобетонные;654.000;0.000;654.000;0.000
0f25585e-68f3-4338-a0b3-f1c36e13f1b9;1917;2;NULL;NULL;NULL;NULL;NULL;NULL
1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;1995;9;5377.590;Панели железобетонные;941.000;0.000;941.000;0.000
bcac47bf-20b0-46ed-a28e-f259668baf93;1971;5;2963.580;Блоки;830.000;0.000;830.000;0.000
e6873578-7e4d-4e04-a7c4-f2dc21815b9f;1972;5;2813.030;Кирпич;829.000;0.000;829.000;0.000
7d118324-b82f-4458-8a72-f323e7bbeaff;1990;5;3637.220;Панели железобетонные;1033.400;0.000;1033.400;0.000
25eb093d-1e04-412f-a3be-f328f871685a;1976;5;4567.370;Блоки;1200.000;0.000;1200.000;0.000
d4de98b0-75af-463a-a4f1-f353748b00b2;1973;5;4350.390;Блоки;NULL;0.000;1207.000;0.000
a09a11ff-41eb-433f-a6da-f4304fc3f4e5;1988;9;4916.840;Кирпич;733.800;0.000;733.800;0.000
5f9bdc65-c045-46d2-b987-f4d0f4789c0a;1980;5;4629.130;Блоки;1207.000;0.000;1207.000;0.000
a8bb2035-06a0-49ba-aef6-f4f9712ab024;1980;5;4581.000;ж/б блок;1205.000;0.000;1205.000;0.000
4facb2ad-501c-414b-9531-f60783814e82;1997;9;6595.250;ж/б блок;1123.500;0.000;1123.500;0.000
04e668c0-e11d-44e8-8ee3-f6154b129f86;1979;5;4591.860;Блоки;1328.000;0.000;1328.000;0.000
6b9258c0-db10-43f1-8803-f6b376104178;1964;5;2545.140;ж/б блок;900.000;0.000;0.000;900.000
29f15794-837d-4393-b8c2-f72a55aed39a;1974;5;4636.520;Блоки;1220.000;0.000;1220.000;0.000
8e124ac0-7326-4de2-8388-f7deb8a91623;1991;5;2659.830;Кирпич;839.000;0.000;866.000;0.000
240ab88c-e7ab-4317-8e95-fa87a8500332;1970;5;3384.670;Блоки;884.000;0.000;884.000;0.000
ee0eeb09-a390-4774-9146-fadd1a7d487c;1991;9;5422.470;Панели железобетонные;957.500;0.000;957.500;0.000
4d373723-33ef-420b-94d7-fb29150661b6;2017;3;911.200;NULL;NULL;NULL;NULL;NULL
dcac9f3a-41d8-4d64-b2a6-fba2cf8d47b6;1979;5;3363.940;ж/б блок;947.700;0.000;947.700;0.000
88fced76-f389-469d-926f-fc0b73ca5feb;2007;9;2113.940;Панели железобетонные;438.890;0.000;438.890;0.000
ed9970da-989d-42ea-a79b-fc25af8ee9c5;1962;4;1312.720;Кирпич;469.120;0.000;0.000;469.120
a0f4aae4-6a67-43c2-85e1-fc382e3a7100;1985;9;3583.420;Панели железобетонные;602.000;0.000;602.000;0.000
1ed1e80e-28cf-475a-8b54-fc5148b94c6a;1993;3;1908.770;Кирпич;892.000;0.000;892.000;0.000
29620908-8470-4c21-b9dc-fc76be9e08fc;1958;4;2970.860;Кирпич;878.000;0.000;0.000;878.000
c9163da3-6dbf-4f8c-9174-fca675abb586;1988;5;3284.220;Панели железобетонные;910.000;0.000;910.000;0.000
aaa12c1e-875a-44e3-90d8-fcef63ceab80;1995;9;4180.480;Панели железобетонные;674.300;0.000;0.000;0.000
7944165b-814a-442b-80a4-fd188cc16f52;1987;9;3600.810;Панели железобетонные;439.700;0.000;464.000;0.000
3a3f283e-f7f1-477a-ba19-fd50f311dba3;1966;5;3435.970;Блоки;1100.000;0.000;0.000;1100.000
7341f0c1-d066-4379-8a96-fd6baf55c347;2004;9;6573.720;Панели железобетонные;1241.830;0.000;1241.830;0.000
1ffbc894-9192-48ca-91c6-fd724087f909;1968;5;3469.160;ж/б блок;913.090;0.000;913.090;0.000
a166db0c-e296-45f6-ae2f-fe44ff0fc9e9;1967;9;1928.570;Кирпич;356.700;0.000;340.000;0.000
261f583f-faf3-48f9-954c-ff912773b876;1974;5;5575.620;Кирпич;1913.140;0.000;1913.140;0.000
5ebc28a8-7415-4c43-9554-ffb14cdf534c;1990;5;4167.390;Кирпич;1487.200;0.000;1487.200;0.000
196eccc6-82f1-4d06-8b49-ffb152f848b3;1983;9;7732.950;Панели железобетонные;1256.190;0.000;1256.200;0.000
