Number;Date;UID;Desc;Group;Cat
1397778;11.06.2023 15:40;a4eeb80a-724c-43b2-9ac0-3752e607c28d;После протопа мокрая стена, проверить эл/проводку.;;
1397779;11.06.2023 15:42;e6873578-7e4d-4e04-a7c4-f2dc21815b9f;Засор в санузле и в ванной;;
1397780;11.06.2023 15:49;d289071d-fc5a-4a92-9a59-0eba5d446cd2;Х/ГВС;;
1397782;11.06.2023 16:30;333e77ed-f2c8-4fbf-b257-1108b077933a;В первом подъезде в лифте нет света.;;
1397786;11.06.2023 16:59;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Восстановить на детской площадке лавочку, урну и забор. Восстановить забор у второго подъезда.;;
1397787;11.06.2023 17:12;42783c1c-ea5c-4474-ad33-72b9bc0e552c;Устранить доступ голубей на чердак.;;
1397788;11.06.2023 17:13;e6873578-7e4d-4e04-a7c4-f2dc21815b9f;Не уходит вода из унитаза и ванной.;;
1397791;11.06.2023 17:43;f676b12c-304e-40ee-8bdb-a2d7502862c7;Х/ГВС;;
1397792;11.06.2023 17:55;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Из подвала третьего подъезда сильный запах КНС. Проверить на засор.;;
1397793;11.06.2023 18:06;d3a20645-d142-427d-8b61-377ae1dc16b8;Из крана ХВС течет кипяток;;
1397794;11.06.2023 18:09;4ab3a7bf-c818-49b5-819d-a7118307b805;Не открывается дверь домофона из квартиры, иногда звонки поступают на дом-ны других квартир.;;
1397796;11.06.2023 19:18;a253056a-2aa9-4284-8cfb-b33c52ad8a70;Появилась ржавчина на стояке ГВС в ванной перед змеевиком. ;;
1397800;11.06.2023 19:25;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Течь под унитазом, перекрыли воду на см/бачок.;;
1397808;11.06.2023 20:47;66ce90d6-7089-46d7-9863-8a9676c35fd3;Обработать подвал дома хлоркой.;;
1397809;11.06.2023 20:48;66ce90d6-7089-46d7-9863-8a9676c35fd3;Течь КНС труб в подвале под 2 подъездом.;;
1397811;11.06.2023 20:54;a73931b4-80c1-4520-9394-6000831187ec;Засор стояка КНС по кухне., есть доступ в квартиры на 1 и 2 этажвх;;
1397812;11.06.2023 21:01;94c563de-83bd-486b-8a82-bc52f59eb3f2;Пропало  э/снабжение в квартире.;;
1397813;11.06.2023 21:23;6d1df0d5-e556-466a-817d-7778794524e9;Пропало э/снабжение в квартире, автоматы не реагируют;;
1397815;11.06.2023 21:30;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Пропало э/снабжение в квартирах по нашему стояку;;
1397816;11.06.2023 21:32;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Пропало э/снабжение в квартирах по стояку, на л/клетках свет горит;;
1397817;11.06.2023 21:45;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Пропал свет во всем доме;;
1397818;11.06.2023 21:49;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Пропало э/снабжение в отдельных квартирах дома;;
1397819;11.06.2023 22:19;94c563de-83bd-486b-8a82-bc52f59eb3f2;Требуется замена общего нулевого эл.провода в эл.щитке, сильно нагревается, обгорел. Электрик АДС устранил обрыв фазного эл.провода, временно восстановил э/с.  Доступ в эл.щиток в 9 кв. ;;
1397821;11.06.2023 22:29;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Засор в колодцах КНС перед 3 и 4 подъездами;;
1397822;11.06.2023 23:02;4b2b2754-09df-4616-9b0b-5b864ff41b99;Течь вентиля ГВС на стояке;;
1397823;11.06.2023 23:34;7d9cfcbe-e375-41b0-b46f-d0c5c1f4ba31;Из обеих кранов идет ГВС и Х/З;;
1397826;12.06.2023 0:31;7d9cfcbe-e375-41b0-b46f-d0c5c1f4ba31;Из обеих кранов идет ГВС и очень горячий змеевик;;
1397828;12.06.2023 4:23;8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;Течь с потолка ;;
1397833;12.06.2023 7:00;7d9cfcbe-e375-41b0-b46f-d0c5c1f4ba31;Сильный гул по трубам ГВС ;;
1397834;12.06.2023 7:23;f6dc9db7-9996-4605-88c3-a45d6760f708;Течь из подвала 4 подъезда;;
1397836;12.06.2023 7:47;6c3dd244-8400-4b8e-b476-92c356c68535;Не работает лифт во 2 подъезде;;
1397837;12.06.2023 7:51;f6dc9db7-9996-4605-88c3-a45d6760f708;Течь из колодца ;;
1397838;12.06.2023 7:55;b44c7dce-e826-4a05-959a-af867d4cf45e;Течь около счетчика ХВС;;
1397840;12.06.2023 8:26;eb779261-976f-40c1-8329-edd70cb59c99;Холодная ГВС;;
1397842;12.06.2023 8:32;1068268f-ce72-47f9-be38-0e7feef4293c;Откл. стояк отопления;;
1397843;12.06.2023 8:49;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Течь канализации во 2 подъезде в подвале;;
1397844;12.06.2023 9:27;b44c7dce-e826-4a05-959a-af867d4cf45e;Замена кран фильтра;;
1397846;12.06.2023 9:38;7aab3aa6-2613-46db-add9-2ca424b0cd46;Течь с потолка в ванной;;
1397848;12.06.2023 10:05;3ea2a732-65a8-4745-ba85-5f58377f37de;Течь по стояку на кухне;;
1397849;12.06.2023 10:10;bf2f1a61-17fe-422b-8c69-3f8adcf97125;Засор  на кухне ;;
1397850;2023-06-12 10:20:55.041;be26052a-9960-48d9-af68-322630339a77;Слабый напор ХВС;;
1397855;12.06.2023 10:29;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;Слабый напор ХВС на верхних этажах;;
1397856;12.06.2023 10:33;b7d88cb2-9519-4c01-bee9-9bdd0976b842;Х/З;;
1397857;12.06.2023 10:34;3ea2a732-65a8-4745-ba85-5f58377f37de;Топят сверху;;
1397858;12.06.2023 10:37;a253056a-2aa9-4284-8cfb-b33c52ad8a70;Запах канализации в 1 подъезде ;;
1397859;12.06.2023 10:45;a83be036-6c68-4194-bf59-90394faf98d5;Засор в санузле ;;
1397860;12.06.2023 10:46;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Слабый напор ХВС;;
1397863;12.06.2023 11:03;79634954-aa18-4124-b5d3-dd315e5812e2;Доступ в квартиры есть ;;
1397864;12.06.2023 11:05;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Не работают розетки в квартире;;
1397868;12.06.2023 11:35;f4089d3b-a313-4a7e-8432-9aa2441cd87d;Запах канализации в 4 подъезде;;
1397869;12.06.2023 11:38;3ea2a732-65a8-4745-ba85-5f58377f37de;По требованию жильца оформлена заявка. Засор на кухне. Ранее АДС откл. ХВС и ГВС по стояку кухни. Общий засор. Нет доступа в квартиры  по стояку.;;
1397870;12.06.2023 12:19;79634954-aa18-4124-b5d3-dd315e5812e2;Топили сверху. АДС включили ХВС и ГВС . Найти причину протопа в кв 807;;
1397873;12.06.2023 12:50;d66b23d1-04ca-490d-ad27-ae11032c53ed;Течь  в 4 подъезде в подвале;;
1397875;12.06.2023 13:09;79634954-aa18-4124-b5d3-dd315e5812e2;Топят сверху;;
1397876;12.06.2023 13:16;f887ee77-44bd-4ee2-acd8-c1e2b5017200;Отремонтировать створку на окне между 1 и 2 эт ( правая наружняя створка) -  в 1 подъезде.   Во 2 подъезде на  4 эт около мусороп. на окне левая наружняя  створка не открывается;;
1397878;12.06.2023 13:47;be26052a-9960-48d9-af68-322630339a77;Не работает смеситель в ванной;;
1397879;12.06.2023 14:00;79634954-aa18-4124-b5d3-dd315e5812e2;АДС перекр. ст. ХВС и ГВС, топили сверху. Н/доступа в кв-ры на 7. 8 и 9 эт.;;
1397880;12.06.2023 14:22;a253056a-2aa9-4284-8cfb-b33c52ad8a70;Обработать подвал 1-го подъезда после протечки.;;
1397882;12.06.2023 14:48;1d560926-0842-47a4-be01-0c769b993dbe;Нужен 1 домоф. ключ;;
1397883;12.06.2023 14:51;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Х/ГВС после откл. ГВС. Развоздушить.;;
1397884;12.06.2023 15:00;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Х/ГВС;;
1397886;12.06.2023 15:17;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Х/ГВС;;
1397889;12.06.2023 15:33;a30afb8a-c937-4893-9fb5-bc3aa732cb9b;Нет ХВС;;
1397890;12.06.2023 15:37;724dcbad-b9b7-48b9-b4d5-0a48356638d3;Х/З;;
1397891;2023-06-12 15:44:58.090;4b2b2754-09df-4616-9b0b-5b864ff41b99;Опломб сч. ХВС- вынужденный срыв;;
1397893;12.06.2023 16:09;eadbce9e-b607-4ce6-b0aa-9c5fc17ede5f;Засор КНС;;
1397894;12.06.2023 16:32;b28c723b-6308-426a-a03a-8d1f9267ea9e;Течь под ванной. Отсечные краны не перекрываются.;;
1397895;12.06.2023 16:35;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Х/ГВС по стояку ванной;;
1397898;12.06.2023 16:52;c77c8ad4-945b-40c5-9642-2a18f0766b36;Запах каналиции из подвала;;
1397899;2023-06-12 17:00:02.090;a4b0fada-c9b5-4822-bc5e-5eb22a471293;Течь в туалете сверху ч/з светильники;;
1397900;12.06.2023 17:04;aba6173d-4413-443a-bddb-ae6d3640ad3e;Сильный запах канализации из подвала. Проверить на засор.;;
1397901;2023-06-12 17:34:34.042;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Чуть теплая ГВС;;
1397902;12.06.2023 17:44;0d67533c-c3de-4ca9-a728-d82f3ee96a98;Во 2- м подъезде кв. № 40 трещина в наружн. стене. Обследовать и составить АКТ.;;
1397903;12.06.2023 17:46;3ccb8813-62a8-4136-b7cd-923a55f34174;Засор на общ. кухне;;
1397904;12.06.2023 17:53;6c3edadb-3466-4106-9cfb-adf1cc4d6ed0;Х/ГВС;;
1397905;12.06.2023 17:55;eadbce9e-b607-4ce6-b0aa-9c5fc17ede5f;Засор КНС;;
1397906;12.06.2023 18:16;ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd;Течь около сч. ГВС в туалете. Временно перекрыли отс. кран.;;
1397907;12.06.2023 18:20;3ea2a732-65a8-4745-ba85-5f58377f37de;АДС откл. ст. ХВС и ГВС по кухне. Засор общ. КНС стояка. Н/ доступа во все квартиры по стояку..;;
1397908;12.06.2023 18:21;12f679c6-55f1-4662-a71a-b2f030977073;Х/ГВС;;
1397910;2023-06-12 18:46:23.034;c8989773-76f0-4dba-a314-ee0431818302;Засор в унитазе;;
1397911;12.06.2023 18:48;3ccb8813-62a8-4136-b7cd-923a55f34174;Засор КНС на общ. кухне;;
1397912;12.06.2023 19:00;a4b0fada-c9b5-4822-bc5e-5eb22a471293;АДС перекрыли ст. ХВС, т.к. в кв-ре на 9 эт( по стояку кв. №31) лопнул отс. кран.;;
1397915;12.06.2023 20:02;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Х/ГВС по стояку.;;
1397916;12.06.2023 20:06;167a1df1-882a-439a-8119-19991d89d7c6;Течь трубы КНС за унитазом, протопили соседей снизу;;
1397920;12.06.2023 20:52;7d1f40d1-21cd-4a6b-95ef-ee412492ee25;В санузле трещина на трубе КНС. В ванной течь трубы КНС.;;
1397921;12.06.2023 21:01;167a1df1-882a-439a-8119-19991d89d7c6;Течь трубы КНС за унитазом, протопили соседей снизу. Нужна замена гофры. Гофра есть.;;
1397922;12.06.2023 21:17;6c3edadb-3466-4106-9cfb-adf1cc4d6ed0;Х/З;;
1397924;12.06.2023 22:05;62f5beff-2753-490c-8115-01cfa320ee40;Не работает лифт в первом подъезде;;
1397925;12.06.2023 22:49;9c60bf12-7800-453d-93c5-0d17aa987f0e;Течь в кухне по стене, где находятся трубы ХВС, ГВС и КНС.;;
1397926;12.06.2023 22:54;b7d88cb2-9519-4c01-bee9-9bdd0976b842;Течь в ванной, в туалете, в спальне;;
1397927;12.06.2023 23:37;2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4;Пропал свет в квартире;;
1397928;12.06.2023 23:43;b7d88cb2-9519-4c01-bee9-9bdd0976b842;Заменить отсечной кран на ХВС.;;
1397937;13.06.2023 1:07;167a1df1-882a-439a-8119-19991d89d7c6;Лифт грузовой произвольно едет с 11 на 12 этаж и обратно.;;
1397940;2023-06-13 06:10:33.051;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Не работают две эл. плиты на общей кухне.;;
1397944;13.06.2023 7:25;ff2ae4f2-3d2a-49c9-88bc-83de9d17f98f;Течь КНС из подвала третьего подъезда.;;
1397947;13.06.2023 7:32;3975d897-cc3c-4434-a348-799e52b27454;Сильный запах КНС в 3 подъезде. Проверить подвал на течь.;;
1397949;13.06.2023 7:46;2d35bf33-0b52-4e5d-9465-f192ba6deebf;Течь вентилей ГВС и ХВС (замена). Материал есть.;;
1397950;13.06.2023 7:49;1d560926-0842-47a4-be01-0c769b993dbe;Убрать секции с радиатора (проржавели).;;
1397951;13.06.2023 7:52;7aab3aa6-2613-46db-add9-2ca424b0cd46;Топит нижний этаж (ванная);;
1397952;13.06.2023 7:55;ecee342f-2cb8-4b11-9678-f3bea60ac01a;Покос травы на придом. территории;;
1397954;13.06.2023 8:03;1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;Вместо ХВС идет ГВС (весь стояк). ;;
1397955;13.06.2023 8:03;83a9e737-f9d9-4bda-9a80-2d236dafcb01;Х/ГВС по стояку;;
1397956;13.06.2023 8:03;1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;Опломбировать счетчик ГВС;;
1397958;13.06.2023 8:05;7fb5d44b-ddc9-4667-a0ea-4ab8ebc5c1dd;Проверить 8 подвал на течь КНС (сильный запах);;
1397960;13.06.2023 8:06;786f92b9-1a8e-45df-9183-4f8ead2f6e5c;Течь трубы ГВС в ванной. Слить 3 стояка ЦО для замены батарей.;;
1397961;13.06.2023 8:06;f49b8c17-c6bf-4ea2-a858-3ba8598e3054;Х/З. Развоздушить стояк.;;
1397962;13.06.2023 8:10;4b2b2754-09df-4616-9b0b-5b864ff41b99;Х/ГВС;;
1397964;13.06.2023 8:18;ae5cdc47-5068-4ff9-8a5e-6c6ec0572d3d;Убрать оголенные провода  на кухне-торчат из стены;;
1397965;13.06.2023 8:18;47be641e-09b3-4249-8df0-2403da2e1bd0;Нужна консультация специалиста- потеки на радиаторах ЦО и змеевике.;;
1397967;2023-06-13 08:20:23.078;27a542ba-12f8-4f25-96d8-3bca378eec2e;Опломбировать 2 счетчика ХВС;;
1397968;13.06.2023 8:24;a0f4aae4-6a67-43c2-85e1-fc382e3a7100;Подтекает счетчик ГВС;;
1397971;13.06.2023 8:26;f1e1b2ef-9c58-4c0b-a82d-3407016896fb;Выключить свет в подвале дома;;
1397974;13.06.2023 8:30;00cc28c1-3c57-4e8b-aaa1-72083f02c6cf;Не работает выключатель и розетка искрит.;;
1397976;13.06.2023 8:33;921036e5-b908-47d6-8fd8-2139a9d1e14c;Замена радиатора (материал есть).;;
1397978;13.06.2023 8:38;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;Не работает вентиляция в квартире. Устранить проблему.;;
1397982;13.06.2023 8:44;333e77ed-f2c8-4fbf-b257-1108b077933a;Течь 2 радиаторов.;;
1397983;13.06.2023 8:47;d4a5ff51-2de4-405d-9a59-61a102f9778a;Не работают камеры видеонаблюдения;;
1397984;13.06.2023 8:47;d4a5ff51-2de4-405d-9a59-61a102f9778a;Течь батареи в кв. № 411;;
1397985;13.06.2023 8:49;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Нет эл.энергии;;
1397989;13.06.2023 8:59;871e8e87-2cda-497a-8e41-4468ab0ffc81;Выбивает эл. автомат.;;
1397990;13.06.2023 8:59;bef36531-9088-403a-aa21-1404df42873d;Нет света (вся квартира) ;;
1397992;13.06.2023 9:03;57888e14-742e-427d-a733-24f41c2a78f1;Сильный гул от ветра из вентканала.  Слышно птиц.;;
1397995;13.06.2023 9:03;be24280b-3eb6-4a6d-861c-90275e8ba270;Нет эл.энергии во всем подъезде;;
1397996;13.06.2023 9:04;bef36531-9088-403a-aa21-1404df42873d;Нет эл.энергии во всем подъезде;;
1397997;13.06.2023 9:04;cb069fa8-2338-49e0-b29e-6ff50c090a53;Нет напора ГВС- на кухне и в ванной;;
1397998;13.06.2023 9:05;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Закрыть ГВС в узлах дома (для работ Гортеплом);;
1397999;13.06.2023 9:06;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Закрыть ГВС в узлах дома (для работ Гортеплом);;
1398002;13.06.2023 9:07;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Во 2 подъезде не работает домофонная дверь (гудит и не закрывается).;;
1398005;13.06.2023 9:09;ed4800bf-eea6-4cb3-81eb-5a27c2417d57;Течь КНС во 2 подвале;;
1398010;13.06.2023 9:13;3ea2a732-65a8-4745-ba85-5f58377f37de;Засор КНС на кухне;;
1398013;13.06.2023 9:15;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Опломб. сч. ГВС;;
1398016;13.06.2023 9:17;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Опломб. сч. ХВС;;
1398023;13.06.2023 9:21;64c10749-b7c8-4dc5-8f9d-b7f1002c8dea;Течь ГВС в ванной-смеситель;;
1398024;13.06.2023 9:27;871e8e87-2cda-497a-8e41-4468ab0ffc81;В 1 подвале нет света.;;
1398026;13.06.2023 9:28;871e8e87-2cda-497a-8e41-4468ab0ffc81;сделать кран в 3 подъезде.;;
1398027;13.06.2023 9:28;4a50e97b-c979-4494-8629-6474becf0ed3;Снять контр. показания с ИПУ и составить АКТ.;;
1398028;13.06.2023 9:31;ef8a951c-1934-40c7-98a5-3f5ac44affd0;Поморить мышей в подвале дома.;;
1398029;13.06.2023 9:36;4ab3a7bf-c818-49b5-819d-a7118307b805;Открыть окна в подвале 2-го подъезда;;
1398030;13.06.2023 9:39;56f36f6c-9994-43f3-9007-f0c14daf14da;Замена крыш на домиках ( детск. площадка);;
1398032;13.06.2023 9:43;97431017-d37c-4478-b319-6a4530b787f0;В 6 подъезде плохо закрывается домофонная дверь;;
1398037;13.06.2023 9:46;d3a20645-d142-427d-8b61-377ae1dc16b8;Течь сверху по стене около окна;;
1398041;13.06.2023 9:51;9046e370-fa2d-439a-aeb2-21102eca4fff;Течь ст. ХВС до отс. крана;;
1398042;13.06.2023 9:54;ae9b423a-3e20-48c5-803c-1f3631b40e05;Оторвался кусок с  крыши 3 подъезд (над козырьком над квартирой  кв.48);;
1398043;13.06.2023 9:56;afb28d8b-9e9a-4e83-9194-a3bd354ed137;Закрыть ГВС на дом;;
1398045;13.06.2023 9:56;167a1df1-882a-439a-8119-19991d89d7c6;Течь КНС в подвале дома;;
1398046;13.06.2023 9:58;9fd51105-5a87-495c-b8b6-2daf596d6c4a;Плохой напор ХВС;;
1398048;13.06.2023 10:01;62f5beff-2753-490c-8115-01cfa320ee40;Течь слива в ванной (ванная);;
1398049;13.06.2023 10:01;b3ebbae5-3843-4f7e-b048-c7aa5517eb62;Опломб. сч. ХВС;;
1398050;13.06.2023 10:01;7341f0c1-d066-4379-8a96-fd6baf55c347;Течь около сч. ХВС;;
1398056;13.06.2023 10:05;afb28d8b-9e9a-4e83-9194-a3bd354ed137;Закрыть ГВС в узлах дома (для работ Гортеплом);;
1398061;13.06.2023 10:10;f4089d3b-a313-4a7e-8432-9aa2441cd87d;ГВС приходится долго сливать.;;
1398063;13.06.2023 10:12;cc07db70-9012-4bbb-bc0f-53f8ca1cd5d0;Осмотр труб на кухне около счетчиков (ржавая).;;
1398064;13.06.2023 10:13;5feab01a-d42f-4d29-8c9e-9f5013daa027;Слить ст. змеевика для его самост. замены;;
1398066;2023-06-13 10:16:29.010;b6c5e5ca-0204-42b8-8e64-1ecda762bffb;Течь с кровли на балкон. Отремонтировать кровлю.;;
1398071;13.06.2023 10:27;97b83abf-e200-4110-8825-2bf9e0ed184a;Порыв трубы ГВС в ДААЗовской больнице. Отключение Гортеплом до устранения.;;
1398076;13.06.2023 10:34;b84808d4-8931-4284-9dca-e77ccaea51b0;Не открывает домофон с квартиры;;
1398077;13.06.2023 10:34;d4a5ff51-2de4-405d-9a59-61a102f9778a;Установить домоф. трубку в кв. № 413;;
1398078;13.06.2023 10:34;8078ac8c-e19b-4f6c-9cb7-fe14e067b8f7;Покос травы с придомовой территории;;
1398082;13.06.2023 10:37;5f9bdc65-c045-46d2-b987-f4d0f4789c0a;Опломб. сч. ХВС;;
1398088;13.06.2023 10:45;c3e15ac8-d3a6-419f-ac3f-43d394d05060;Выбивает электричество (постоянно) в квартире. Все розетки в квартире на одном автомате.;;
1398090;13.06.2023 10:47;d289071d-fc5a-4a92-9a59-0eba5d446cd2;Замена крана Маевского. Не открывается.;;
1398092;13.06.2023 10:49;79634954-aa18-4124-b5d3-dd315e5812e2;Замена отсечного крана;;
1398093;13.06.2023 10:51;96db4ee3-d1da-4708-975e-71af57c0732c;Течь отс. крана ХВС ;;
1398099;13.06.2023 10:59;3ea2a732-65a8-4745-ba85-5f58377f37de;Замена сч. ГВС( материал есть);;
1398101;2023-06-13 11:00:47.023;5f9bdc65-c045-46d2-b987-f4d0f4789c0a;Опломб. сч. ХВС;;
1398103;2023-06-13 11:02:02.076;555839a3-2a20-4411-8e01-b7fd9dda3c89;Закрыть обратку в узле дома;;
1398104;13.06.2023 11:03;ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd;Опломб. сч. ГВС- вынужденный срыв;;
1398109;13.06.2023 11:10;ee0eeb09-a390-4774-9146-fadd1a7d487c;Замена сч. ХВС и отс. крана ( материал есть);;
1398122;2023-06-13 11:42:26.021;a7b47294-1158-461b-aed6-2dc403565b44;Х/З и надо долго сливать ГВС;;
1398123;13.06.2023 11:43;a4eeb80a-724c-43b2-9ac0-3752e607c28d;Коррозия на радиаторе (спальня);;
1398124;13.06.2023 11:48;33f95f77-1ae1-4c77-a06d-1f6de00df17c;Сильный запах КНС. Проверить 3 подвал на течь.;;
1398125;13.06.2023 11:48;b84808d4-8931-4284-9dca-e77ccaea51b0;Не работает домоф. трубка;;
1398126;13.06.2023 11:50;83a9e737-f9d9-4bda-9a80-2d236dafcb01;Х/ГВС;;
1398127;13.06.2023 11:50;8a139af6-8468-44bd-88fc-32883fe64ef0;Не работает домоф. трубка;;
1398128;13.06.2023 11:56;c3e15ac8-d3a6-419f-ac3f-43d394d05060;Замена счетчика ГВС (материал есть);;
1398129;2023-06-13 11:57:50.095;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9;Сильный запах из-под пола;;
1398130;13.06.2023 12:00;22e7b113-ab05-4ff1-867a-7abac04f1917;Перекрыть стояк кухни (ЦО) для замены радиатора с 10.00-до 13.00;;
1398131;13.06.2023 12:00;f4089d3b-a313-4a7e-8432-9aa2441cd87d;Подключить эл.энергию к квартире.;;
1398132;13.06.2023 12:03;1d304f53-6ffa-42ce-9d63-cbe75d18a5c9; В помещении парикмахерской сильный запах канализации из подвала. Проверить на засор.;;
1398134;13.06.2023 12:14;ae5cdc47-5068-4ff9-8a5e-6c6ec0572d3d;Течь КНС в 1 подвале. ;;
1398135;13.06.2023 12:14;ae5cdc47-5068-4ff9-8a5e-6c6ec0572d3d;Дезинфекция 1 подвала после протечки КНС.;;
1398136;13.06.2023 12:20;8012f310-1e2b-4299-ab17-e526bb68920b;Не работает домоф. трубка;;
1398140;13.06.2023 12:28;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Осмотр проводки в квартире.;;
1398145;13.06.2023 12:36;167a1df1-882a-439a-8119-19991d89d7c6;Замена гофры (материал есть) Топит нижний этаж.;;
1398149;13.06.2023 12:46;d2efd626-45f5-482b-87bc-a381035288a7;Не уходит вода в ванной. Устранить причину.;;
1398153;13.06.2023 13:02;9b8a81c4-05cc-4261-932f-b5ffed647a7a;Замена трубы ХВС;;
1398154;13.06.2023 13:04;7d9cfcbe-e375-41b0-b46f-d0c5c1f4ba31;Х/З, Х/ГВС;;
1398156;13.06.2023 13:05;5ebc28a8-7415-4c43-9554-ffb14cdf534c;Опломбировать счетчик ГВС;;
1398157;13.06.2023 13:05;5ebc28a8-7415-4c43-9554-ffb14cdf534c;Опломбировать счетчик ХВС;;
1398158;2023-06-13 13:13:09.051;9fd51105-5a87-495c-b8b6-2daf596d6c4a;Нет напора ГВС;;
1398161;2023-06-13 13:16:09.075;4e446aea-4a61-4693-993c-85c4ebad3cea;Нужен электрик СРОЧНО. Горит квартира.;;
1398162;2023-06-13 13:16:54.091;c2a0aedf-09fc-441d-bbee-7905faf77ada;Ревизию в электрощитке после пожара (в подъезде);;
1398163;13.06.2023 13:17;7fb5d44b-ddc9-4667-a0ea-4ab8ebc5c1dd;Проверить подвал под кв. 103 на засор;;
1398164;13.06.2023 13:23;f57cf6c8-0dbd-48c0-991e-2087897e2d8d;Опл. сч. ГВС;;
1398165;13.06.2023 13:24;f57cf6c8-0dbd-48c0-991e-2087897e2d8d;Опл. сч. ХВС;;
1398167;13.06.2023 13:49;f1f0c74f-ef36-4f28-9dad-96d9664dd6f2;Нет ГВС  ХВС на кухне. в ванной слабый напор.;;
1398169;2023-06-13 13:56:11.016;83a9e737-f9d9-4bda-9a80-2d236dafcb01;Развоздушить стояки ГВС по всему дому. ;;
1398173;13.06.2023 14:01;598bb517-6ea5-47ec-93c5-dbe20892061f;Течь КНС в 1 подвале;;
1398175;13.06.2023 14:05;2d45f468-e8b5-4256-81b6-1bbf1f62b643;Х/З, Х/ГВС;;
1398184;2023-06-13 14:22:43.025;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Вывести поливочный кран;;
1398187;13.06.2023 14:28;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Открыть ГВС после рем. работ Гортеплом. По адресам: 2 Пятилетка 94 и Масленникова 87;;
1398197;2023-06-13 14:49:59.072;b906ceca-80ea-4686-baa7-aca740e11513;Установить 4 отс. крана на  радиаторы ЦО;;
1398198;2023-06-13 14:50:14.019;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Проверить 3 подвал на течь. сильный запах КНС.;;
1398199;13.06.2023 14:51;7341f0c1-d066-4379-8a96-fd6baf55c347;Прочистить мусоропровод на 2 эт в 3-м подъезде;;
1398201;13.06.2023 14:55;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Обработать подвал хлоркой в 3-м подъезде;;
1398211;13.06.2023 15:29;724dcbad-b9b7-48b9-b4d5-0a48356638d3;Х/З;;
1398213;13.06.2023 15:32;90ce59da-459a-42b4-a0aa-e35982ee91fc;Обрезать ветки березы около 3 подъезда- при сильном ветре бьют по окнам.;;
1398216;13.06.2023 15:35;3975d897-cc3c-4434-a348-799e52b27454;Восстановить тратуар после работ Ресурсом (на придомовой территории);;
1398218;2023-06-13 15:38:32.047;b44c7dce-e826-4a05-959a-af867d4cf45e;Опломбировать счетчик ХВС;;
1398221;13.06.2023 15:44;51929f9b-70e6-443c-937a-d1c6015b9ec2;Х/З;;
1398223;13.06.2023 15:52;29f15794-837d-4393-b8c2-f72a55aed39a;Замена вентиля ГВС и кран под стиральную машину.;;
1398224;13.06.2023 15:57;7aab3aa6-2613-46db-add9-2ca424b0cd46;Опломб. сч. ГВС;;
1398225;13.06.2023 15:57;7aab3aa6-2613-46db-add9-2ca424b0cd46;Опломб. сч. ХВС;;
1398226;13.06.2023 16:03;ae9b423a-3e20-48c5-803c-1f3631b40e05;Опломбировать счетчик ГВС;;
1398227;13.06.2023 16:03;ae9b423a-3e20-48c5-803c-1f3631b40e05;Опломбировать счетчик ХВС;;
1398232;13.06.2023 16:17;ea97fdaf-3f42-4ae8-955f-8d14d6df984c;Сильный гул по стояку. проверить подвал.;;
1398235;13.06.2023 16:21;9a63dccd-e4db-4390-8fa1-932e28846632;Х/ГВС в ванной, на кухне- норм. Устранить причину.;;
